name,language,stars,forks,creation_date,last_commit_date,repo_url
AppFlowy,Dart,58551,3873,2021-06-16T12:56:48Z,2024-12-07T04:49:43Z,https://github.com/AppFlowy-IO/AppFlowy
cs-self-learning,HTML,58541,6923,2021-10-20T13:43:42Z,2024-12-05T04:55:12Z,https://github.com/PKUFlyingPig/cs-self-learning
shadowsocks-windows,C#,58506,16396,2013-01-14T07:54:16Z,2024-08-20T09:02:57Z,https://github.com/shadowsocks/shadowsocks-windows
fuel-core,Rust,57959,2787,2020-08-27T21:12:14Z,2024-12-08T00:22:11Z,https://github.com/FuelLabs/fuel-core
awesome-courses,,57863,8168,2014-11-15T18:36:49Z,2023-05-04T12:49:34Z,https://github.com/prakhar1989/awesome-courses
open-interpreter,Python,57304,4921,2023-07-14T07:10:44Z,2024-12-06T00:58:36Z,https://github.com/OpenInterpreter/open-interpreter
docusaurus,TypeScript,57061,8596,2017-06-20T16:13:53Z,2024-12-06T18:00:17Z,https://github.com/facebook/docusaurus
annotated_deep_learning_paper_implementations,Python,56957,5836,2020-08-25T02:29:34Z,2024-08-24T09:18:59Z,https://github.com/labmlai/annotated_deep_learning_paper_implementations
spring-framework,Java,56850,38198,2010-12-08T04:04:45Z,2024-12-07T15:57:16Z,https://github.com/spring-projects/spring-framework
alacritty,Rust,56774,3035,2016-02-18T05:02:30Z,2024-11-28T15:41:23Z,https://github.com/alacritty/alacritty
localstack,Python,56695,4036,2016-10-25T23:48:03Z,2024-12-07T15:30:46Z,https://github.com/localstack/localstack
llama,Python,56694,9602,2023-02-14T09:29:12Z,2024-08-18T07:07:28Z,https://github.com/meta-llama/llama
html5-boilerplate,JavaScript,56619,12270,2010-01-24T18:03:24Z,2024-12-01T07:59:20Z,https://github.com/h5bp/html5-boilerplate
rails,Ruby,56187,21711,2008-04-11T02:19:47Z,2024-12-07T15:46:15Z,https://github.com/rails/rails
prometheus,Go,56167,9212,2012-11-24T11:14:12Z,2024-12-06T22:55:21Z,https://github.com/prometheus/prometheus
new-pac,,56107,9508,2016-03-23T08:43:36Z,2024-12-07T01:04:06Z,https://github.com/Alvin9999/new-pac
act,Go,55985,1406,2019-01-02T19:53:43Z,2024-12-06T19:23:21Z,https://github.com/nektos/act
gatsby,JavaScript,55304,10309,2015-05-21T22:43:05Z,2024-12-06T00:13:02Z,https://github.com/gatsbyjs/gatsby
nerd-fonts,CSS,55246,3650,2014-12-05T04:31:17Z,2024-11-26T18:30:28Z,https://github.com/ryanoasis/nerd-fonts
nuxt,TypeScript,55216,5054,2016-10-26T11:18:47Z,2024-12-07T22:15:41Z,https://github.com/nuxt/nuxt
DeepLearning-500-questions,JavaScript,54997,15902,2018-06-27T06:36:45Z,2024-06-26T12:10:14Z,https://github.com/scutan90/DeepLearning-500-questions
leetcode,JavaScript,54824,9476,2018-03-30T09:13:51Z,2024-11-24T15:34:32Z,https://github.com/azl397985856/leetcode
rustlings,Rust,54819,10215,2015-09-15T02:25:18Z,2024-11-14T13:49:57Z,https://github.com/rust-lang/rustlings
private-gpt,Python,54370,7303,2023-05-02T09:15:31Z,2024-11-13T19:30:32Z,https://github.com/zylon-ai/private-gpt
element,Vue,54147,14640,2016-09-03T06:19:26Z,2024-08-20T07:40:13Z,https://github.com/ElemeFE/element
localsend,Dart,54099,2918,2022-12-16T00:46:07Z,2024-12-06T16:00:35Z,https://github.com/localsend/localsend
you-get,Python,54082,9662,2012-08-20T15:53:36Z,2024-10-28T16:46:45Z,https://github.com/soimort/you-get
dify,TypeScript,54037,7932,2023-04-12T07:40:24Z,2024-12-08T00:44:49Z,https://github.com/langgenius/dify
lazygit,Go,53978,1880,2018-05-19T00:53:06Z,2024-12-04T08:46:29Z,https://github.com/jesseduffield/lazygit
awesome-flutter,Dart,53956,6672,2017-05-07T11:45:27Z,2024-10-23T23:26:55Z,https://github.com/Solido/awesome-flutter
immich,TypeScript,53666,2840,2022-02-03T15:56:27Z,2024-12-08T01:02:36Z,https://github.com/immich-app/immich
face_recognition,Python,53647,13515,2017-03-03T21:52:39Z,2024-08-21T06:22:36Z,https://github.com/ageitgey/face_recognition
scrapy,Python,53421,10597,2010-02-22T02:01:14Z,2024-11-25T15:13:36Z,https://github.com/scrapy/scrapy
react-router,TypeScript,53395,10349,2014-05-16T22:22:51Z,2024-12-07T07:06:01Z,https://github.com/remix-run/react-router
awesome-chatgpt-prompts-zh,,53145,13547,2022-12-12T01:55:03Z,2024-07-30T11:43:23Z,https://github.com/PlexPt/awesome-chatgpt-prompts-zh
ChatGPT,Rust,53140,5991,2022-12-07T09:43:02Z,2024-08-29T17:58:11Z,https://github.com/lencx/ChatGPT
Real-Time-Voice-Cloning,Python,52911,8814,2019-05-26T08:56:15Z,2024-08-14T19:54:03Z,https://github.com/CorentinJ/Real-Time-Voice-Cloning
git,C,52807,25690,2008-07-23T14:21:26Z,2024-12-08T03:31:28Z,https://github.com/git/git
faceswap,Python,52648,13251,2017-12-19T09:44:13Z,2024-11-19T23:13:32Z,https://github.com/deepfakes/faceswap
normalize.css,CSS,52610,10648,2011-05-04T10:20:25Z,2024-06-12T20:36:06Z,https://github.com/necolas/normalize.css
gpt-engineer,Python,52589,6843,2023-04-29T12:52:15Z,2024-11-17T22:47:32Z,https://github.com/gpt-engineer-org/gpt-engineer
leetcode-master,Shell,52472,11612,2019-12-14T12:05:42Z,2024-12-07T01:53:04Z,https://github.com/youngyangyang04/leetcode-master
ghidra,Java,52330,5924,2019-03-01T03:27:48Z,2024-12-06T12:39:02Z,https://github.com/NationalSecurityAgency/ghidra
requests,Python,52270,9343,2011-02-13T18:38:17Z,2024-11-10T16:18:37Z,https://github.com/psf/requests
traefik,Go,51727,5126,2015-09-13T19:04:02Z,2024-12-06T15:56:06Z,https://github.com/traefik/traefik
tldr,Markdown,51604,4244,2013-12-08T07:34:43Z,2024-12-07T23:31:26Z,https://github.com/tldr-pages/tldr
yolov5,Python,51317,16460,2020-05-18T03:45:11Z,2024-12-07T22:05:19Z,https://github.com/ultralytics/yolov5
drawio-desktop,JavaScript,51207,5052,2017-05-25T20:58:42Z,2024-12-03T12:03:51Z,https://github.com/jgraph/drawio-desktop
zed,Rust,51174,3181,2021-02-20T03:01:06Z,2024-12-08T01:03:15Z,https://github.com/zed-industries/zed
ionic-framework,TypeScript,51156,13501,2013-08-20T23:06:02Z,2024-12-06T22:15:50Z,https://github.com/ionic-team/ionic-framework
Semantic-UI,JavaScript,51120,4943,2013-04-08T23:32:04Z,2024-11-27T21:01:48Z,https://github.com/Semantic-Org/Semantic-UI
mkcert,Go,51095,2679,2018-06-25T05:33:03Z,2024-08-13T13:37:46Z,https://github.com/FiloSottile/mkcert
awesome-android-ui,,50930,10228,2014-12-24T01:45:03Z,2024-07-06T09:06:23Z,https://github.com/wasabeef/awesome-android-ui
hackingtool,Python,50907,5469,2020-04-11T09:21:31Z,2024-07-31T13:30:04Z,https://github.com/Z4nzu/hackingtool
Prompt-Engineering-Guide,MDX,50867,4935,2022-12-16T16:04:50Z,2024-11-20T19:24:28Z,https://github.com/dair-ai/Prompt-Engineering-Guide
n8n,TypeScript,50856,8364,2019-06-22T09:24:21Z,2024-12-06T21:02:42Z,https://github.com/n8n-io/n8n
material-design-icons,,50796,9590,2014-10-08T18:01:28Z,2024-12-06T02:44:38Z,https://github.com/google/material-design-icons
anime,JavaScript,50490,3683,2016-03-13T21:37:45Z,2024-11-10T08:45:21Z,https://github.com/juliangarnier/anime
guava,Java,50302,10920,2014-05-29T16:23:17Z,2024-12-06T22:53:38Z,https://github.com/google/guava
open-webui,Svelte,50218,6168,2023-10-06T22:08:27Z,2024-12-07T22:32:57Z,https://github.com/open-webui/open-webui
nocodb,TypeScript,50136,3449,2017-10-29T18:51:48Z,2024-12-07T22:42:17Z,https://github.com/nocodb/nocodb
openpilot,Python,50101,9155,2016-11-24T01:33:30Z,2024-12-08T03:35:52Z,https://github.com/commaai/openpilot
bat,Rust,50015,1257,2018-04-21T10:52:23Z,2024-12-07T10:08:42Z,https://github.com/sharkdp/bat
project-layout,Makefile,49848,5174,2017-09-09T16:33:26Z,2024-11-06T22:49:45Z,https://github.com/golang-standards/project-layout
rich,Python,49832,1740,2019-11-10T15:28:09Z,2024-12-02T16:01:57Z,https://github.com/Textualize/rich
grok-1,Python,49668,8331,2024-03-17T08:53:38Z,2024-08-30T04:17:25Z,https://github.com/xai-org/grok-1
prettier,JavaScript,49590,4389,2016-11-29T17:13:37Z,2024-12-06T10:39:57Z,https://github.com/prettier/prettier
kotlin,Kotlin,49540,5795,2012-02-13T17:29:58Z,2024-12-08T01:09:23Z,https://github.com/JetBrains/kotlin
bulma,CSS,49428,3953,2016-01-23T23:48:34Z,2024-12-05T15:18:47Z,https://github.com/jgthms/bulma
pi-hole,Shell,49412,2707,2014-06-08T15:02:55Z,2024-12-07T12:37:35Z,https://github.com/pi-hole/pi-hole
jekyll,Ruby,49315,9992,2008-10-20T06:29:03Z,2024-11-20T15:06:53Z,https://github.com/jekyll/jekyll
weekly,,49291,2936,2018-10-13T12:36:07Z,2024-12-06T00:22:50Z,https://github.com/ruanyf/weekly
Magisk,C++,49231,12669,2016-09-08T12:42:53Z,2024-12-07T02:59:07Z,https://github.com/topjohnwu/Magisk
ripgrep,Rust,49112,2014,2016-03-11T02:02:33Z,2024-09-30T11:38:42Z,https://github.com/BurntSushi/ripgrep
Docker-OSX,Shell,48903,2734,2020-06-04T11:01:37Z,2024-11-18T15:00:58Z,https://github.com/sickcodes/Docker-OSX
pdf.js,JavaScript,48889,10047,2011-04-26T06:32:03Z,2024-12-07T13:54:57Z,https://github.com/mozilla/pdf.js
DefinitelyTyped,TypeScript,48821,30205,2012-10-05T16:39:45Z,2024-12-07T02:33:16Z,https://github.com/DefinitelyTyped/DefinitelyTyped
minio,Go,48703,5555,2015-01-14T19:23:58Z,2024-12-04T11:51:26Z,https://github.com/minio/minio
github-cheat-sheet,,48636,5277,2014-04-12T16:38:42Z,2024-04-15T20:15:56Z,https://github.com/tiimgreen/github-cheat-sheet
zustand,TypeScript,48475,1509,2019-04-09T09:10:06Z,2024-12-06T05:53:23Z,https://github.com/pmndrs/zustand
chinese-poetry,JavaScript,48346,9705,2016-09-02T03:32:25Z,2024-08-10T13:47:12Z,https://github.com/chinese-poetry/chinese-poetry
lobe-chat,TypeScript,48342,10479,2023-05-21T07:19:12Z,2024-12-08T00:34:25Z,https://github.com/lobehub/lobe-chat
dive,Go,48189,1809,2018-05-13T15:44:01Z,2024-07-15T05:05:37Z,https://github.com/wagoodman/dive
moment,JavaScript,48016,8122,2011-03-01T02:46:06Z,2024-08-14T17:12:19Z,https://github.com/moment/moment
etcd,Go,48010,9792,2013-07-06T21:57:21Z,2024-12-07T16:51:59Z,https://github.com/etcd-io/etcd
segment-anything,Jupyter Notebook,48009,5672,2023-03-23T17:03:03Z,2024-09-18T17:46:55Z,https://github.com/facebookresearch/segment-anything
core,TypeScript,47967,8367,2018-06-12T13:49:36Z,2024-12-05T01:23:30Z,https://github.com/vuejs/core
RxJava,Java,47936,7603,2013-01-08T20:11:48Z,2024-12-06T07:41:39Z,https://github.com/ReactiveX/RxJava
uBlock,JavaScript,47862,3175,2015-04-01T17:51:11Z,2024-12-07T02:10:00Z,https://github.com/gorhill/uBlock
meilisearch,Rust,47831,1868,2018-04-23T11:45:28Z,2024-12-07T14:15:47Z,https://github.com/meilisearch/meilisearch
marktext,JavaScript,47824,3538,2017-11-12T16:05:25Z,2024-08-18T21:21:46Z,https://github.com/marktext/marktext
go-ethereum,Go,47824,20259,2013-12-26T13:05:46Z,2024-12-06T11:14:05Z,https://github.com/ethereum/go-ethereum
Ghost,JavaScript,47691,10414,2013-05-04T11:09:13Z,2024-12-06T23:01:10Z,https://github.com/TryGhost/Ghost
trackerslist,,47661,6606,2016-04-24T11:57:57Z,2024-12-07T23:07:02Z,https://github.com/ngosang/trackerslist
hacker-scripts,JavaScript,47586,6649,2015-11-21T19:05:09Z,2023-10-23T21:01:40Z,https://github.com/NARKOZ/hacker-scripts
awesome-ios,Swift,47554,6835,2014-07-10T16:03:45Z,2024-11-18T19:59:50Z,https://github.com/vsouza/awesome-ios
rclone,Go,47552,4245,2014-03-16T16:19:57Z,2024-12-07T17:34:03Z,https://github.com/rclone/rclone
cypress,JavaScript,47546,3205,2015-03-04T00:46:28Z,2024-12-07T00:05:33Z,https://github.com/cypress-io/cypress
astro,TypeScript,47449,2515,2021-03-15T17:19:47Z,2024-12-06T22:07:34Z,https://github.com/withastro/astro
awesome-rust,Rust,47413,2785,2014-07-17T10:45:10Z,2024-12-06T19:54:22Z,https://github.com/rust-unofficial/awesome-rust
mastodon,Ruby,47300,7018,2016-02-22T15:01:25Z,2024-12-07T10:00:11Z,https://github.com/mastodon/mastodon
Stirling-PDF,Java,47154,3857,2023-01-27T18:22:42Z,2024-12-07T14:19:50Z,https://github.com/Stirling-Tools/Stirling-PDF
dayjs,JavaScript,47117,2306,2018-04-10T09:26:44Z,2024-11-20T10:56:33Z,https://github.com/iamkun/dayjs
powerlevel10k,Shell,46869,2204,2019-02-24T19:09:45Z,2024-11-15T06:10:55Z,https://github.com/romkatv/powerlevel10k
algorithm-visualizer,JavaScript,46836,7307,2016-05-15T00:27:45Z,2024-06-09T06:54:22Z,https://github.com/algorithm-visualizer/algorithm-visualizer
professional-programming,Python,46820,3733,2015-11-07T05:07:52Z,2024-11-30T16:12:43Z,https://github.com/charlax/professional-programming
hiring-without-whiteboards,JavaScript,46686,3642,2017-03-15T05:09:01Z,2024-10-25T20:17:19Z,https://github.com/poteto/hiring-without-whiteboards
FFmpeg,C,46544,12222,2011-04-14T14:12:38Z,2024-12-07T23:50:04Z,https://github.com/FFmpeg/FFmpeg
serverless,JavaScript,46511,5723,2015-04-21T03:48:40Z,2024-12-06T23:37:20Z,https://github.com/serverless/serverless
joplin,TypeScript,46436,5046,2017-01-16T21:49:41Z,2024-12-08T00:57:58Z,https://github.com/laurent22/joplin
awesome-wechat-weapp,,46241,8684,2016-09-22T20:04:48Z,2024-01-29T07:08:53Z,https://github.com/justjavac/awesome-wechat-weapp
big-list-of-naughty-strings,Python,46222,2133,2015-08-08T20:57:20Z,2024-04-18T03:26:59Z,https://github.com/minimaxir/big-list-of-naughty-strings
Motrix,JavaScript,45994,4575,2018-12-18T11:45:05Z,2024-07-11T12:09:20Z,https://github.com/agalwood/Motrix
okhttp,Kotlin,45953,9170,2012-07-23T13:42:55Z,2024-12-06T05:12:31Z,https://github.com/square/okhttp
julia,Julia,45942,5493,2011-04-21T07:01:50Z,2024-12-07T22:43:17Z,https://github.com/JuliaLang/julia
first-contributions,,45820,80598,2016-09-20T14:35:09Z,2024-12-08T01:45:16Z,https://github.com/firstcontributions/first-contributions
appwrite,TypeScript,45793,4061,2019-04-08T16:36:25Z,2024-12-06T19:58:04Z,https://github.com/appwrite/appwrite
MetaGPT,Python,45764,5435,2023-06-30T09:04:55Z,2024-12-06T07:59:16Z,https://github.com/geekan/MetaGPT
PowerShell,C#,45755,7330,2016-01-13T23:41:35Z,2024-12-05T11:26:58Z,https://github.com/PowerShell/PowerShell
starship,Rust,45729,1979,2019-04-02T03:23:12Z,2024-12-07T17:10:13Z,https://github.com/starship/starship
100-Days-Of-ML-Code,,45726,10656,2018-07-05T09:11:43Z,2023-12-29T07:57:53Z,https://github.com/Avik-Jain/100-Days-Of-ML-Code
learn-regex,,45709,6244,2017-07-22T12:21:03Z,2024-02-23T13:17:14Z,https://github.com/ziishaned/learn-regex
react,JavaScript,45592,4144,2018-06-02T04:08:16Z,2024-11-19T13:36:21Z,https://github.com/typescript-cheatsheets/react
design-patterns-for-humans,,45550,5310,2017-02-16T21:24:39Z,2024-12-02T04:54:48Z,https://github.com/kamranahmedse/design-patterns-for-humans
v2ray-core,Go,45536,8955,2015-09-04T11:42:53Z,2024-11-15T03:49:21Z,https://github.com/v2ray/v2ray-core
gitea,Go,45499,5523,2016-11-01T02:13:26Z,2024-12-08T03:23:09Z,https://github.com/go-gitea/gitea
Projects,,45423,10582,2013-07-04T13:37:27Z,2024-08-14T19:06:05Z,https://github.com/karan/Projects
ImHex,C++,45384,1976,2020-11-10T14:27:00Z,2024-12-07T13:48:49Z,https://github.com/WerWolv/ImHex
gogs,Go,45192,4868,2014-02-12T01:57:08Z,2024-12-01T16:08:44Z,https://github.com/gogs/gogs
x64dbg,C++,44963,2455,2015-04-11T20:48:23Z,2024-12-01T14:12:57Z,https://github.com/x64dbg/x64dbg
PaddleOCR,Python,44862,7866,2020-05-08T10:38:16Z,2024-12-06T02:22:25Z,https://github.com/PaddlePaddle/PaddleOCR
architecture-samples,Kotlin,44541,11668,2016-02-05T13:42:07Z,2024-12-05T18:36:09Z,https://github.com/android/architecture-samples
alist,Go,44525,5777,2020-12-23T17:40:29Z,2024-12-07T09:04:04Z,https://github.com/AlistGo/alist
meteor,JavaScript,44467,5197,2012-01-19T01:58:17Z,2024-12-06T14:22:55Z,https://github.com/meteor/meteor
jest,TypeScript,44328,6471,2013-12-10T00:18:04Z,2024-12-04T09:41:09Z,https://github.com/jestjs/jest
AdminLTE,Astro,44132,18163,2013-12-25T02:52:40Z,2024-12-07T11:52:25Z,https://github.com/ColorlibHQ/AdminLTE
pixijs,TypeScript,44086,4794,2013-01-21T22:40:50Z,2024-12-06T14:48:56Z,https://github.com/pixijs/pixijs
fuels-ts,TypeScript,44037,1356,2021-09-03T18:11:03Z,2024-12-07T16:34:01Z,https://github.com/FuelLabs/fuels-ts
fuels-rs,Rust,44034,1346,2021-10-31T22:33:54Z,2024-12-07T01:36:36Z,https://github.com/FuelLabs/fuels-rs
quill,TypeScript,44006,3414,2012-07-30T23:23:18Z,2024-11-30T12:21:23Z,https://github.com/slab/quill
pandas,Python,43980,18058,2010-08-24T01:37:33Z,2024-12-06T18:13:45Z,https://github.com/pandas-dev/pandas
huginn,Ruby,43864,3800,2013-03-10T06:00:31Z,2024-12-07T00:06:38Z,https://github.com/huginn/huginn
type-challenges,TypeScript,43705,4741,2020-07-23T14:33:11Z,2024-12-08T01:50:38Z,https://github.com/type-challenges/type-challenges
json,C++,43540,6772,2013-07-04T08:47:49Z,2024-12-07T22:12:53Z,https://github.com/nlohmann/json
parcel,JavaScript,43534,2265,2017-08-07T16:36:47Z,2024-12-06T06:52:00Z,https://github.com/parcel-bundler/parcel
30-Days-Of-JavaScript,JavaScript,43506,10079,2019-12-23T14:07:40Z,2024-08-19T13:51:31Z,https://github.com/Asabeneh/30-Days-Of-JavaScript
hyper,TypeScript,43480,3525,2016-07-01T06:01:21Z,2024-08-14T03:32:57Z,https://github.com/vercel/hyper
TensorFlow-Examples,Jupyter Notebook,43449,14940,2015-11-11T14:21:19Z,2024-07-26T19:46:13Z,https://github.com/aymericdamien/TensorFlow-Examples
PythonDataScienceHandbook,Jupyter Notebook,43385,17969,2016-08-10T14:24:36Z,2024-06-26T19:17:33Z,https://github.com/jakevdp/PythonDataScienceHandbook
build-web-application-with-golang,Go,43360,10634,2012-08-02T11:49:35Z,2024-05-12T00:47:46Z,https://github.com/astaxie/build-web-application-with-golang
babel,TypeScript,43281,5650,2014-09-28T13:38:23Z,2024-12-06T16:55:12Z,https://github.com/babel/babel
zx,JavaScript,43237,1106,2021-05-05T05:50:01Z,2024-11-28T20:35:45Z,https://github.com/google/zx
30-Days-Of-Python,Python,43207,8243,2019-11-19T17:24:16Z,2024-10-09T08:43:32Z,https://github.com/Asabeneh/30-Days-Of-Python
terraform,Go,43186,9582,2014-03-13T22:25:48Z,2024-12-06T17:08:58Z,https://github.com/hashicorp/terraform
retrofit,HTML,43163,7307,2010-09-06T21:39:43Z,2024-12-05T20:41:37Z,https://github.com/square/retrofit
AFFiNE,TypeScript,43138,2822,2022-07-31T18:45:21Z,2024-12-08T03:39:23Z,https://github.com/toeverything/AFFiNE
open-source-ios-apps,,43011,5449,2015-01-26T23:32:34Z,2024-12-03T16:02:32Z,https://github.com/dkhamsing/open-source-ios-apps
CppCoreGuidelines,CSS,42967,5438,2015-08-19T20:22:52Z,2024-10-24T18:51:07Z,https://github.com/isocpp/CppCoreGuidelines
awesome-react-components,,42881,3516,2016-06-24T15:19:33Z,2024-08-12T13:52:53Z,https://github.com/brillout/awesome-react-components
query,TypeScript,42843,2934,2019-09-10T19:23:58Z,2024-12-07T19:15:43Z,https://github.com/TanStack/query
frontend-dev-bookmarks,,42709,5084,2013-06-22T13:23:55Z,2024-05-21T10:56:58Z,https://github.com/dypsilon/frontend-dev-bookmarks
discourse,Ruby,42529,8359,2013-01-12T00:25:55Z,2024-12-07T07:07:23Z,https://github.com/discourse/discourse
awesome-java,,42108,7373,2014-07-09T10:12:43Z,2024-11-12T14:06:17Z,https://github.com/akullpp/awesome-java
grpc,C++,42087,10588,2014-12-08T18:58:53Z,2024-12-06T20:29:43Z,https://github.com/grpc/grpc
jadx,Java,42078,4907,2013-03-18T17:08:21Z,2024-12-04T17:06:14Z,https://github.com/skylot/jadx
react-use,TypeScript,42056,3166,2018-10-27T10:16:05Z,2024-10-23T04:24:28Z,https://github.com/streamich/react-use
open-source-mac-os-apps,,41995,2315,2017-11-03T02:35:33Z,2024-10-15T21:28:27Z,https://github.com/serhii-londar/open-source-mac-os-apps
git-flight-rules,,41931,3194,2014-07-22T20:35:09Z,2024-08-27T02:17:08Z,https://github.com/k88hudson/git-flight-rules
Fooocus,Python,41845,5994,2023-08-09T18:43:40Z,2024-08-21T01:49:14Z,https://github.com/lllyasviel/Fooocus
front-end-interview-handbook,MDX,41830,5793,2018-01-13T19:40:08Z,2024-12-04T08:23:13Z,https://github.com/yangshun/front-end-interview-handbook
react-hook-form,TypeScript,41793,2091,2019-03-05T23:47:10Z,2024-12-07T01:10:37Z,https://github.com/react-hook-form/react-hook-form
brew,Ruby,41694,9793,2016-03-06T05:08:38Z,2024-12-07T19:20:29Z,https://github.com/Homebrew/brew
pm2,JavaScript,41649,2627,2013-05-21T03:25:25Z,2024-11-13T20:45:13Z,https://github.com/Unitech/pm2
Leaflet,JavaScript,41588,5859,2010-09-22T16:57:44Z,2024-12-02T13:47:45Z,https://github.com/Leaflet/Leaflet
yarn,JavaScript,41458,2731,2016-01-19T17:39:16Z,2024-09-25T18:26:35Z,https://github.com/yarnpkg/yarn
pocketbase,Go,41440,1952,2022-07-05T06:06:21Z,2024-12-06T20:09:38Z,https://github.com/pocketbase/pocketbase
Deep-Live-Cam,Python,41435,6059,2023-09-24T13:19:31Z,2024-11-30T18:07:38Z,https://github.com/hacksider/Deep-Live-Cam
kubernetes-the-hard-way,,41427,14157,2016-07-07T14:15:27Z,2024-11-21T06:03:00Z,https://github.com/kelseyhightower/kubernetes-the-hard-way
Alamofire,Swift,41324,7554,2014-07-31T05:56:19Z,2024-11-25T15:11:48Z,https://github.com/Alamofire/Alamofire
clash-verge-rev,TypeScript,41281,3190,2023-11-21T18:24:03Z,2024-12-08T02:32:34Z,https://github.com/clash-verge-rev/clash-verge-rev
lx-music-desktop,TypeScript,41034,6033,2019-08-14T14:31:08Z,2024-12-07T08:27:50Z,https://github.com/lyswhut/lx-music-desktop
vue2-elm,Vue,41021,12449,2016-12-23T01:49:20Z,2023-12-09T04:55:06Z,https://github.com/bailicangdu/vue2-elm
text-generation-webui,Python,40998,5344,2022-12-21T04:17:37Z,2024-12-03T02:49:53Z,https://github.com/oobabooga/text-generation-webui
JeecgBoot,Java,40922,14899,2018-11-26T10:40:00Z,2024-12-04T14:26:57Z,https://github.com/jeecgboot/JeecgBoot
edex-ui,JavaScript,40912,2594,2017-01-28T09:35:02Z,2021-10-19T22:38:47Z,https://github.com/GitSquared/edex-ui
Rocket.Chat,TypeScript,40882,10789,2015-05-19T07:36:09Z,2024-12-06T23:18:29Z,https://github.com/RocketChat/Rocket.Chat
ChatGLM-6B,Python,40790,5230,2023-03-13T12:00:18Z,2024-06-27T04:05:25Z,https://github.com/THUDM/ChatGLM-6B
dbeaver,Java,40775,3519,2015-10-21T08:26:28Z,2024-12-07T21:09:47Z,https://github.com/dbeaver/dbeaver
monaco-editor,JavaScript,40706,3613,2016-06-07T16:56:31Z,2024-12-06T16:00:05Z,https://github.com/microsoft/monaco-editor
python-patterns,Python,40607,6945,2012-06-06T21:02:35Z,2024-09-05T20:53:59Z,https://github.com/faif/python-patterns
styled-components,TypeScript,40560,2500,2016-08-16T06:41:32Z,2024-08-30T03:24:07Z,https://github.com/styled-components/styled-components
dubbo,Java,40560,26441,2012-06-19T07:56:02Z,2024-12-06T23:05:51Z,https://github.com/apache/dubbo
awesome-cheatsheets,JavaScript,40549,6224,2017-11-09T02:47:15Z,2024-08-24T21:07:02Z,https://github.com/LeCoupa/awesome-cheatsheets
nw.js,JavaScript,40418,3882,2012-01-04T06:21:10Z,2024-12-07T02:15:36Z,https://github.com/nwjs/nw.js
awesome-design-patterns,,40375,2947,2018-06-04T17:47:48Z,2024-10-25T19:57:00Z,https://github.com/DovAmir/awesome-design-patterns
what-happens-when,,40304,5554,2013-11-07T04:30:06Z,2024-08-19T13:02:25Z,https://github.com/alex/what-happens-when
reactjs-interview-questions,JavaScript,40258,9528,2018-05-31T17:17:01Z,2024-11-25T14:57:52Z,https://github.com/sudheerj/reactjs-interview-questions
uni-app,JavaScript,40211,3641,2018-07-12T08:52:39Z,2024-12-07T16:21:15Z,https://github.com/dcloudio/uni-app
spark,Scala,40130,28371,2014-02-25T08:00:08Z,2024-12-07T18:24:58Z,https://github.com/apache/spark
swiper,JavaScript,40107,9747,2012-03-14T19:11:45Z,2024-11-18T19:57:48Z,https://github.com/nolimits4web/swiper
acme.sh,Shell,39999,5024,2015-12-26T12:56:33Z,2024-12-07T22:01:17Z,https://github.com/acmesh-official/acme.sh
prisma,TypeScript,39991,1564,2019-06-20T13:33:47Z,2024-12-07T01:43:53Z,https://github.com/prisma/prisma
vuetify,TypeScript,39978,6966,2016-09-12T00:39:35Z,2024-12-06T04:32:52Z,https://github.com/vuetifyjs/vuetify
diagrams,Python,39901,2553,2020-02-02T15:23:24Z,2024-12-06T20:26:16Z,https://github.com/mingrammer/diagrams
